county,state,fips,cases,deaths,series_complete_pop_pct,median_listing_price,median_change_pct
Autauga,Alabama,1001,15752,214,44.1,182400,1.309737875
Baldwin,Alabama,1003,55547,679,50.8,475000,0.996637243
Barbour,Alabama,1005,5658,98,45.3,255750,-0.267716535
Bibb,Alabama,1007,6428,103,34.7,164000,-0.158758656
Blount,Alabama,1009,14959,242,31.7,229950,0.268689655
Bullock,Alabama,1011,2304,54,53.3,750000,3.07719489
Butler,Alabama,1013,5056,129,39.4,139000,-0.33492823
Calhoun,Alabama,1015,32363,624,46.9,166950,0.294186047
Chambers,Alabama,1017,8478,162,31.4,169950,0.192631579
Cherokee,Alabama,1019,5120,86,30.7,299900,1.308698999
Chilton,Alabama,1021,11082,207,36.3,315000,0.212004617
Choctaw,Alabama,1023,2049,36,66.2,154950,-0.279302326
Clarke,Alabama,1025,7141,100,51.1,169950,0.700350175
Clay,Alabama,1027,4081,81,41.7,263250,0.655660377
Cleburne,Alabama,1029,3557,69,28.8,337000,0.783068783
Coffee,Alabama,1031,13576,231,47.2,199450,-0.002251126
Colbert,Alabama,1033,16314,260,48,221950,0.186898396
Conecuh,Alabama,1035,2861,71,43.6,97000,-0.475392104
Coosa,Alabama,1037,2964,58,40.6,379000,3.448356808
Covington,Alabama,1039,9311,231,38.1,175375,-0.373436942
Crenshaw,Alabama,1041,3799,99,34.4,162450,0.259302326
Cullman,Alabama,1043,24539,365,38.2,320303,1.630825462
Dale,Alabama,1045,12872,230,47.9,145000,-0.39042334
Dallas,Alabama,1047,8400,243,45.4,72500,-0.478417266
DeKalb,Alabama,1049,18750,326,33.9,249900,1.630526316
Elmore,Alabama,1051,23283,346,46.4,324950,0.806281267
Escambia,Alabama,1053,10014,170,36.5,169450,-0.286376079
Etowah,Alabama,1055,28751,646,41,198950,0.5916
Fayette,Alabama,1057,4981,96,35,156200,-0.106918239
Franklin,Alabama,1059,9860,138,43.6,229900,0.585517241
Geneva,Alabama,1061,6465,163,40.3,159950,0.049540682
Greene,Alabama,1063,1871,48,50.7,237450,0.584056037
Hale,Alabama,1065,4722,106,61.3,217345,1.670906298
Henry,Alabama,1067,4571,75,45.4,217400,0.35959975
Houston,Alabama,1069,25675,505,43.2,240050,0.06807564
Jackson,Alabama,1071,15022,240,49.3,294250,0.528968563
Jefferson,Alabama,1073,184739,2348,58.1,193450,0.109231651
Lamar,Alabama,1075,3726,64,43.9,112000,-0.512831666
Lauderdale,Alabama,1077,24108,392,46.6,229925,2.337082729
Lawrence,Alabama,1079,7663,158,47.1,267000,0.412698413
Lee,Alabama,1081,37673,338,40.1,352000,1.2
Limestone,Alabama,1083,24900,292,39,385000,0.37745975
Lowndes,Alabama,1085,2610,76,51,114900,-0.565436096
Macon,Alabama,1087,3863,84,47.9,98000,-0.404255319
Madison,Alabama,1089,89380,958,62.1,369950,1.845769231
Marengo,Alabama,1091,5187,108,54.3,149500,-0.475414668
Marion,Alabama,1093,8119,152,36.5,122450,-0.125044659
Marshall,Alabama,1095,27347,390,45.7,292200,1.088634739
Mobile,Alabama,1097,113117,1644,49.9,207608,-0.075448675
Monroe,Alabama,1099,5268,80,43.6,170750,-0.046089385
Montgomery,Alabama,1101,54812,944,52.1,172450,0.287901419
Morgan,Alabama,1103,36037,514,43.6,264250,0.229641694
Perry,Alabama,1105,2092,46,48.6,115000,-0.477035016
Pickens,Alabama,1107,5257,102,49.5,89450,-0.332462687
Pike,Alabama,1109,7472,134,42.1,199250,0.695744681
Randolph,Alabama,1111,5083,74,32.8,375000,1.539790044
Russell,Alabama,1113,10062,91,41.1,185950,-0.345246479
Shelby,Alabama,1117,60742,448,36.2,449900,1.576732092
St. Clair,Alabama,1115,25265,414,39.1,329900,-0.029420418
Sumter,Alabama,1119,2576,51,51.3,89400,-0.612063354
Talladega,Alabama,1121,22315,376,36.5,194450,0.565619968
Tallapoosa,Alabama,1123,11399,234,38.5,397375,1.341632292
Tuscaloosa,Alabama,1125,56044,781,43.7,282450,-0.108990536
Walker,Alabama,1127,18658,443,47.2,179900,-0.221043516
Washington,Alabama,1129,3731,59,46,449000,1.850793651
Wilcox,Alabama,1131,2885,46,53.8,270000,0.54373928
Winston,Alabama,1133,7563,130,22,342450,0.881593407
Aleutians East Borough,Alaska,2013,1073,3,75.2,#N/A,#N/A
Aleutians West Census Area,Alaska,2016,1679,1,62.7,#N/A,#N/A
Anchorage,Alaska,2020,103051,510,67.3,392500,1.453125
Bethel Census Area,Alaska,2050,10045,41,67.1,850000,1.556775455
Bristol Bay plus Lake and Peninsula,Alaska,2997,853,1,#N/A,#N/A,#N/A
Denali Borough,Alaska,2068,400,1,54.2,299000,1.214814815
Dillingham Census Area,Alaska,2070,1861,11,52.4,#N/A,#N/A
Fairbanks North Star Borough,Alaska,2090,27339,136,59.8,254900,1.864044944
Haines Borough,Alaska,2100,605,1,68.6,340000,0.581395349
Juneau City and Borough,Alaska,2110,8319,19,76.8,439950,1.095
Kenai Peninsula Borough,Alaska,2122,17636,100,48.2,353450,-0.143151515
Ketchikan Gateway Borough,Alaska,2130,3956,17,65.6,434250,0.702941176
Kodiak Island Borough,Alaska,2150,4952,12,65.1,490000,0.664119545
Kusilvak Census Area,Alaska,2158,4032,12,66.7,#N/A,#N/A
Matanuska-Susitna Borough,Alaska,2170,34406,231,40.6,414450,0.507639142
Nome Census Area,Alaska,2180,6109,5,70.6,#N/A,#N/A
North Slope Borough,Alaska,2185,4423,11,38.9,199500,-0.356451613
Northwest Arctic Borough,Alaska,2188,4636,13,61,#N/A,#N/A
Petersburg Borough,Alaska,2195,716,3,75.9,218500,-0.775897436
Prince of Wales-Hyder Census Area,Alaska,2198,1421,8,53.4,399000,0.605633803
Sitka City and Borough,Alaska,2220,2375,5,78.7,550000,1.444987775
Skagway Municipality,Alaska,2230,153,0,70.2,450000,0.285714286
Southeast Fairbanks Census Area,Alaska,2240,2031,20,40.7,399000,-0.113333333
Unknown,Alaska,,923,1,#N/A,#N/A,#N/A
Valdez-Cordova Census Area,Alaska,2261,2903,18,62.9,225000,0.14213198
Wrangell City and Borough,Alaska,2275,528,1,57.9,250000,0.265822785
Yakutat plus Hoonah-Angoon,Alaska,2998,533,5,#N/A,#N/A,#N/A
Yukon-Koyukuk Census Area,Alaska,2290,1417,10,77.2,185000,-0.228845352
Unknown,American Samoa,,5517,12,#N/A,#N/A,#N/A
Apache,Arizona,4001,22306,607,95,432450,2.681992337
Cochise,Arizona,4003,31415,563,64.9,299900,0.01351808
Coconino,Arizona,4005,43590,472,76.8,694000,2.304761905
Gila,Arizona,4007,17190,379,59.3,459000,-0.090999109
Graham,Arizona,4009,11957,176,63.7,321500,-0.164935065
Greenlee,Arizona,4011,2215,32,44.1,250000,0.27064803
La Paz,Arizona,4012,5202,143,48.4,297450,0.19027611
Maricopa,Arizona,4013,1273651,17079,57.2,525500,1.981560284
Mohave,Arizona,4015,57364,1434,41.6,422200,-0.008338227
Navajo,Arizona,4017,38153,900,77.4,489950,0.507770426
Pima,Arizona,4019,254195,3802,68.9,379950,0.275
Pinal,Arizona,4021,132363,1646,53.8,416000,0.422319475
Santa Cruz,Arizona,4023,16659,228,95,432500,0.679937852
Yavapai,Arizona,4025,47901,1195,46.7,619000,0.949606299
Yuma,Arizona,4027,62636,1167,70.2,298950,-0.369968388
Arkansas,Arkansas,5001,5681,79,55.8,69500,-0.747272727
Ashley,Arkansas,5003,5113,66,50,119750,-0.085877863
Baxter,Arkansas,5005,8765,247,46.9,226900,0.891621509
Benton,Arkansas,5007,66695,841,53.3,430000,1.264349658
Boone,Arkansas,5009,9436,179,37.4,267000,-0.109985166
Bradley,Arkansas,5011,2990,49,56.8,68500,-0.61299435
Calhoun,Arkansas,5013,960,10,37.1,112000,0.365853659
Carroll,Arkansas,5015,6104,102,47.6,376500,4.02
Chicot,Arkansas,5017,2774,60,54.5,113750,-0.545
Clark,Arkansas,5019,5310,79,48.8,172250,-0.127848101
Clay,Arkansas,5021,4104,93,45.7,83750,-0.316047366
Cleburne,Arkansas,5023,6445,128,44.4,259950,2.794890511
Cleveland,Arkansas,5025,2260,36,52.9,149900,-0.333777778
Columbia,Arkansas,5027,5420,94,48.6,154500,1.674074459
Conway,Arkansas,5029,5467,65,53.7,165000,0.03125
Craighead,Arkansas,5031,37603,328,45.3,227000,0.622587563
Crawford,Arkansas,5033,15827,248,45.7,247450,0.285788516
Crittenden,Arkansas,5035,14263,226,44.9,124900,-0.243030303
Cross,Arkansas,5037,4829,82,50.9,139950,0.167222686
Dallas,Arkansas,5039,1740,31,56.5,124000,0.013071895
Desha,Arkansas,5041,3027,41,59.9,117500,0.307007786
Drew,Arkansas,5043,4680,70,48,200000,1.564102564
Faulkner,Arkansas,5045,35067,314,51.3,287250,0.806603774
Franklin,Arkansas,5047,3810,73,48.5,177350,-0.200585982
Fulton,Arkansas,5049,2689,90,32.5,249900,0.821428571
Garland,Arkansas,5051,23293,509,45.4,307950,1.201215154
Grant,Arkansas,5053,4462,61,45.8,199500,-0.18819939
Greene,Arkansas,5055,15882,172,43.1,214900,0.487712011
Hempstead,Arkansas,5057,4555,66,40.1,138750,-0.127083989
Hot Spring,Arkansas,5059,11177,135,42.5,234000,0.305439331
Howard,Arkansas,5061,3761,50,54.3,214500,0.411184211
Independence,Arkansas,5063,10607,210,41.3,175000,0.4
Izard,Arkansas,5065,3892,69,38,164450,-0.046390258
Jackson,Arkansas,5067,6108,62,38.9,74000,-0.382819016
Jefferson,Arkansas,5069,18589,276,44.5,102500,0.476945245
Johnson,Arkansas,5071,6814,86,49.1,169000,1.417739628
Lafayette,Arkansas,5073,1296,31,41.8,234000,0.802787387
Lawrence,Arkansas,5075,5295,77,46.8,141950,0.577222222
Lee,Arkansas,5077,2907,59,33.8,98900,0.102564103
Lincoln,Arkansas,5079,4912,68,35.3,89000,-0.255230126
Little River,Arkansas,5081,3273,104,39.6,165000,0.5
Logan,Arkansas,5083,5118,79,46.9,119950,-0.055511811
Lonoke,Arkansas,5085,19880,243,47.6,232000,0.785989222
Madison,Arkansas,5087,3960,61,43.1,337450,0.94551744
Marion,Arkansas,5089,3389,88,36,224500,0.125155367
Miller,Arkansas,5091,9554,176,31.4,175000,-0.102103643
Mississippi,Arkansas,5093,13564,209,41.1,106950,-0.34587156
Monroe,Arkansas,5095,1927,35,55.9,145000,0.543374135
Montgomery,Arkansas,5097,1520,57,36.2,321500,3.592857143
Nevada,Arkansas,5099,2184,45,43.9,69500,-0.648989899
Newton,Arkansas,5101,1717,47,33.8,359950,3.392312386
Ouachita,Arkansas,5103,5466,104,54.3,157450,-0.160266667
Perry,Arkansas,5105,2513,37,51.7,313500,2.407608696
Phillips,Arkansas,5107,4813,99,49.8,54000,-0.576470588
Pike,Arkansas,5109,2616,44,41.9,399000,5.514285714
Poinsett,Arkansas,5111,8020,126,44.7,91250,-0.391260841
Polk,Arkansas,5113,4146,148,35.5,195900,0.573493976
Pope,Arkansas,5115,18420,208,49.5,229000,0.636298678
Prairie,Arkansas,5117,1962,43,43.2,65000,-0.652963161
Pulaski,Arkansas,5119,103175,1177,58.2,207450,0.816549912
Randolph,Arkansas,5121,5183,88,40.6,156950,-0.224746851
Saline,Arkansas,5125,30867,333,50.5,308433,2.246663158
Scott,Arkansas,5127,2293,43,48,126750,-0.427636035
Searcy,Arkansas,5129,2105,48,38.9,225000,0.793543244
Sebastian,Arkansas,5131,32711,522,49.6,214700,0.440939597
Sevier,Arkansas,5133,5927,75,45.6,215000,0.266195524
Sharp,Arkansas,5135,4631,105,38.8,161000,-0.117808219
St. Francis,Arkansas,5123,7144,96,50.3,119450,0.108584687
Stone,Arkansas,5137,2913,67,36.3,195000,0.772727273
Union,Arkansas,5139,9238,176,48.9,186500,0.008108108
Unknown,Arkansas,,26918,0,#N/A,#N/A,#N/A
Van Buren,Arkansas,5141,3467,62,41.8,204900,0.368280467
Washington,Arkansas,5143,68377,619,55.5,399975,2.067292945
White,Arkansas,5145,22078,291,44.3,180000,-0.351351351
Woodruff,Arkansas,5147,1727,31,56.4,115000,-0.19241573
Yell,Arkansas,5149,6851,106,48.8,169950,0.909550562
Alameda,California,6001,272274,1862,82,872500,2.874333925
Alpine,California,6003,125,0,0,96750,-0.878986867
Amador,California,6005,9136,86,53.1,572000,0.355450237
Butte,California,6007,39736,405,53.6,450000,0.067362429
Calaveras,California,6009,7633,119,54.2,539750,0.501390821
Colusa,California,6011,4532,21,60.6,365000,-0.062901155
Contra Costa,California,6013,203124,1298,81.7,795000,1.187070151
Del Norte,California,6015,6236,50,43.3,424950,-0.311600014
El Dorado,California,6017,30014,209,62.5,750000,0.928020566
Fresno,California,6019,254590,2739,61.1,390000,-0.290263876
Glenn,California,6021,6569,67,55.3,447500,0.370597243
Humboldt,California,6023,20134,143,65.8,534000,0.375048281
Imperial,California,6025,66689,909,92.6,337500,-0.039829303
Inyo,California,6027,4569,56,0,549900,1.011265133
Kern,California,6029,242888,2334,53.6,350000,-0.362477231
Kings,California,6031,55171,445,50.3,319950,0.230576923
Lake,California,6033,11605,134,59.2,399000,0.53491056
Lassen,California,6035,10723,69,37.7,320000,0.143265452
Los Angeles,California,6037,2854410,31872,72,894500,2.673511294
Madera,California,6039,43445,354,53.9,468955,-0.399929623
Marin,California,6041,36141,288,88.5,1197000,2.520847121
Mariposa,California,6043,3045,34,0,500000,-0.633027523
Mendocino,California,6045,16170,122,67.5,749500,0.83028083
Merced,California,6047,72296,818,50.2,447450,-0.265873667
Modoc,California,6049,996,8,0,277500,-0.12561522
Mono,California,6051,3100,6,0,849500,3.997058824
Monterey,California,6053,93305,735,72.4,940000,0.506410256
Napa,California,6055,26907,143,77.8,1500000,0.500225034
Nevada,California,6057,17230,123,63.7,644000,-0.403703704
Orange,California,6059,590003,6958,71.6,1079000,1.018709074
Placer,California,6061,70255,620,67.5,745998,-0.191330081
Plumas,California,6063,3295,13,0,459500,-0.252237592
Riverside,California,6065,620002,6497,58.9,596744,0.499356784
Sacramento,California,6067,305497,3116,67.5,542000,0.234624146
San Benito,California,6069,13447,98,66.8,854450,0.989637909
San Bernardino,California,6071,589219,6948,57.8,499450,-0.26324811
San Diego,California,6073,808110,5229,75.1,850000,1.361439089
San Francisco,California,6075,135447,854,83.4,1268500,0.742445055
San Joaquin,California,6077,175952,2220,58.7,564000,-0.622742475
San Luis Obispo,California,6079,56515,476,60.5,997500,1.282608696
San Mateo,California,6081,129753,751,83.7,1532500,1.078755324
Santa Barbara,California,6083,90889,684,70.9,1625000,0.032073674
Santa Clara,California,6085,327856,2269,86,1398444,0.035884444
Santa Cruz,California,6087,50036,261,78.4,1237500,0.088390501
Shasta,California,6089,36767,621,49.8,477500,-0.47339399
Sierra,California,6091,318,4,0,485500,0.395114943
Siskiyou,California,6093,7424,105,53.8,442450,-0.010178971
Solano,California,6095,87356,447,67.7,593500,1.248106061
Sonoma,California,6097,86731,488,77.9,967000,1.090923834
Stanislaus,California,6099,136645,1694,54,490013,-0.378944233
Sutter,California,6101,22768,233,61.1,479112,0.262019972
Tehama,California,6103,14690,199,42.7,431500,0.263543192
Trinity,California,6105,1471,20,0,439000,0.320499323
Tulare,California,6107,134329,1435,54.1,424950,0.340536278
Tuolumne,California,6109,13493,181,56.3,497000,0.840740741
Ventura,California,6111,182971,1482,72,922450,1.639530725
Yolo,California,6113,39967,312,70.1,677000,-0.176849657
Yuba,California,6115,17720,121,54.2,467500,-0.108674929
Adams,Colorado,8001,134711,1326,68.1,559487,0.633777194
Alamosa,Colorado,8003,4516,61,56.3,307500,-0.316666667
Arapahoe,Colorado,8005,153900,1238,68.1,555000,1.291021672
Archuleta,Colorado,8007,2898,15,57.3,900000,1.000222247
Baca,Colorado,8009,844,8,39.3,120000,-0.76560211
Bent,Colorado,8011,2537,47,26.8,141000,0.41
Boulder,Colorado,8013,64814,391,78.4,855900,8.257977285
Broomfield,Colorado,8014,13485,113,80.6,641750,0.039355413
Chaffee,Colorado,8015,4626,44,64,689500,0.158920918
Cheyenne,Colorado,8017,321,9,33.1,451000,-0.171717172
Clear Creek,Colorado,8019,1559,12,49.2,725000,23.16666667
Conejos,Colorado,8021,1741,54,49.4,262500,-0.567545305
Costilla,Colorado,8023,694,16,60.2,194559,-0.382352381
Crowley,Colorado,8025,3300,28,21.7,230000,-0.031578947
Custer,Colorado,8027,647,20,48.5,487000,1.564507636
Delta,Colorado,8029,6133,134,47.7,529500,-0.023062731
Denver,Colorado,8031,171071,1287,75.8,670000,0.914559223
Dolores,Colorado,8033,365,8,42,349000,-0.343984962
Douglas,Colorado,8035,79005,429,73.4,815000,2.10772164
Eagle,Colorado,8037,16023,35,82.2,537000,-0.159295499
El Paso,Colorado,8041,185711,1615,64.3,484123,-0.358352551
Elbert,Colorado,8039,4785,37,37.6,679990,0.529373398
Fremont,Colorado,8043,15266,179,44.2,425000,-0.225865209
Garfield,Colorado,8045,14712,90,64.5,712500,1.375791931
Gilpin,Colorado,8047,953,4,58.1,487500,-0.186143573
Grand,Colorado,8049,3525,26,63.1,967500,0.752876166
Gunnison,Colorado,8051,3383,14,69.2,1424500,1.338166693
Hinsdale,Colorado,8053,123,0,64.3,900000,0.658986175
Huerfano,Colorado,8055,1443,31,54.2,356500,-0.350637523
Jackson,Colorado,8057,165,0,45.8,850000,1.453102453
Jefferson,Colorado,8059,123994,1329,77.4,685000,0.247723133
Kiowa,Colorado,8061,335,6,37.5,90000,-0.851851852
Kit Carson,Colorado,8063,1608,34,38.8,268500,1.2375
La Plata,Colorado,8067,12803,81,70.5,849950,3.670054945
Lake,Colorado,8065,1797,2,59.8,589500,0.092779683
Larimer,Colorado,8069,78111,483,67.9,622295,0.730038921
Las Animas,Colorado,8071,3598,40,61.5,469500,0.043449272
Lincoln,Colorado,8073,2180,9,36,225000,-0.125364431
Logan,Colorado,8075,7437,107,38.1,187200,-0.086829268
Mesa,Colorado,8077,42582,534,49.8,459950,0.986825054
Mineral,Colorado,8079,230,1,82.6,495000,0.334411646
Moffat,Colorado,8081,3019,51,43.3,267450,-0.490571429
Montezuma,Colorado,8083,6182,74,68.9,493500,1.256
Montrose,Colorado,8085,9299,158,48.8,615950,0.594692557
Morgan,Colorado,8087,5657,135,48.3,317450,-0.191210191
Otero,Colorado,8089,4283,127,49.2,222450,-0.27775974
Ouray,Colorado,8091,861,6,65.3,1195000,7.73857404
Park,Colorado,8093,2835,20,47.3,594950,-0.172531293
Phillips,Colorado,8095,887,18,52.2,234000,-0.392207792
Pitkin,Colorado,8097,6504,6,82.8,1822500,8.227848101
Prowers,Colorado,8099,2638,48,43,215000,-0.912690355
Pueblo,Colorado,8101,46562,777,56.7,369500,1.842307692
Rio Blanco,Colorado,8103,1677,13,38.6,298500,0.109665428
Rio Grande,Colorado,8105,2807,46,63.2,413500,0.950701734
Routt,Colorado,8107,6438,25,75.6,1285000,2.599439776
Saguache,Colorado,8109,1186,12,35.8,374500,-0.498996656
San Juan,Colorado,8111,201,0,94.6,1250000,3.52079566
San Miguel,Colorado,8113,2280,8,83.1,3795000,9.187919463
Sedgwick,Colorado,8115,483,9,52.5,180000,-0.890909091
Summit,Colorado,8117,9856,14,84.6,907500,2.631452581
Teller,Colorado,8119,4836,57,54.1,587450,-0.087739731
Washington,Colorado,8121,1060,27,30.9,272500,-0.358672629
Weld,Colorado,8123,83681,696,61.1,499950,2.23592233
Yuma,Colorado,8125,1875,23,44,295000,-0.31712963
Fairfield,Connecticut,9001,205991,2706,81.5,1200000,4.647058824
Hartford,Connecticut,9003,178931,3127,75.7,339900,-0.513907758
Litchfield,Connecticut,9005,32105,456,75.6,577000,1.263632797
Middlesex,Connecticut,9007,28446,479,83.3,504400,0.426874116
New Haven,Connecticut,9009,197674,2814,77.6,344450,-0.005916306
New London,Connecticut,9011,55558,657,79.3,369900,0.428461093
Tolland,Connecticut,9013,20831,272,66.9,372000,0.283201104
Unknown,Connecticut,,2218,1,#N/A,#N/A,#N/A
Windham,Connecticut,9015,25858,301,64,305000,0.133828996
Kent,Delaware,10001,50479,643,55.9,402121,-0.408558612
New Castle,Delaware,10003,147434,1407,68.7,344945,0.261686174
Sussex,Delaware,10005,61703,844,67.9,554945,0.882088206
Unknown,Delaware,,860,0,#N/A,#N/A,#N/A
District of Columbia,District of Columbia,11001,139160,1333,69.7,549950,1.244693878
Alachua,Florida,12001,68136,664,66.2,312450,-0.113491275
Baker,Florida,12003,8674,142,36.4,439900,0.592686459
Bay,Florida,12005,45701,820,53.2,420400,0.770105263
Bradford,Florida,12007,7475,149,44.4,283500,-0.082524272
Brevard,Florida,12009,133482,2084,64.6,374900,1.357861635
Broward,Florida,12011,602190,5817,71.3,397000,0.324657991
Calhoun,Florida,12013,4090,98,34.8,249900,-0.253918495
Charlotte,Florida,12015,35860,806,65.3,422498,0.965106977
Citrus,Florida,12017,29539,973,56.3,315000,0.089965398
Clay,Florida,12019,53494,847,54,379750,0.699105145
Collier,Florida,12021,83668,992,69.8,799450,2.04552381
Columbia,Florida,12023,21140,393,41.9,289000,-0.420841683
DeSoto,Florida,12027,9387,149,46.3,344450,0.517400881
Dixie,Florida,12029,4034,70,34.3,259500,-0.047531657
Duval,Florida,12031,252653,3386,61,299950,0.845846154
Escambia,Florida,12033,77865,1306,55.8,335000,0.40167364
Flagler,Florida,12035,22333,355,63.4,409500,0.576904415
Franklin,Florida,12037,3076,52,48.1,496400,0.659645603
Gadsden,Florida,12039,13433,203,58,242500,-0.42124105
Gilchrist,Florida,12041,4538,90,36.5,399999,1.106366509
Glades,Florida,12043,1986,36,33.9,189500,-0.157777778
Gulf,Florida,12045,4280,76,51.8,449450,1.102198316
Hamilton,Florida,12047,3830,55,34.8,235000,-0.363143631
Hardee,Florida,12049,8660,125,42.8,437500,1.108687794
Hendry,Florida,12051,11691,160,49.7,315000,0.355421687
Hernando,Florida,12053,41984,1089,54.8,349950,0.421405361
Highlands,Florida,12055,24077,682,52.3,284200,0.280209014
Hillsborough,Florida,12057,374936,3760,62.7,419950,1.154142088
Holmes,Florida,12059,5416,87,29.5,232450,-0.188656195
Indian River,Florida,12061,32490,652,67,398950,1.455152466
Jackson,Florida,12063,14791,279,43.3,200500,-0.409338636
Jefferson,Florida,12065,3935,61,59.7,305000,1.103448276
Lafayette,Florida,12067,2776,61,39.4,307450,0.142936803
Lake,Florida,12069,84961,1496,65.8,387900,0.051219512
Lee,Florida,12071,189261,2147,61.8,478500,0.709539121
Leon,Florida,12073,84927,655,56.6,285450,-0.107829348
Levy,Florida,12075,10244,165,47.2,399950,0.701914894
Liberty,Florida,12077,2498,30,34.2,258000,-0.039106145
Madison,Florida,12079,5826,96,46,282000,0.796750558
Manatee,Florida,12081,95587,1421,61.6,537450,1.986662962
Marion,Florida,12083,83324,2087,56.8,298250,-0.145415473
Martin,Florida,12085,30365,609,63.5,527750,1.574453035
Miami-Dade,Florida,12086,1182222,10855,84.7,607000,0.51787947
Monroe,Florida,12087,18025,118,78.3,1397500,1.942105263
Nassau,Florida,12089,21722,293,57.5,519500,-0.37030303
Okaloosa,Florida,12091,51364,686,64,457500,0.188466035
Okeechobee,Florida,12093,10619,182,46.3,354495,-0.033475747
Orange,Florida,12095,376647,2812,69.2,395000,0.730937774
Osceola,Florida,12097,113641,1140,72.8,425000,0.217939533
Palm Beach,Florida,12099,367344,5016,66.1,543000,0.828282828
Pasco,Florida,12101,122195,1882,58.8,342450,-0.142803504
Pinellas,Florida,12103,209047,3328,64.5,400000,0.62999185
Polk,Florida,12105,199996,2973,57.2,332740,0.056485156
Putnam,Florida,12107,17569,422,42,289950,0.243150773
Santa Rosa,Florida,12113,48346,618,54.1,427000,0.877335678
Sarasota,Florida,12115,89528,1597,69.7,569500,0.879537954
Seminole,Florida,12117,103586,1085,62,391950,-0.007721519
St. Johns,Florida,12109,62469,563,70.2,539172,0.684002086
St. Lucie,Florida,12111,74163,1215,58.4,396500,0.037998874
Sumter,Florida,12119,21747,572,79.9,410000,0.519081141
Suwannee,Florida,12121,12932,314,38.2,290000,0.000344947
Taylor,Florida,12123,6998,101,40.1,335000,0.489550912
Union,Florida,12125,4310,116,35.9,235000,0.205128205
Unknown,Florida,,22404,200,#N/A,#N/A,#N/A
Volusia,Florida,12127,116699,1981,59.5,379950,0.521156872
Wakulla,Florida,12129,9931,125,44.9,356766,0.274619507
Walton,Florida,12131,16476,209,49.1,844270,2.312161632
Washington,Florida,12133,6625,110,32.5,262450,-0.602016832
Appling,Georgia,13001,4777,125,35.8,219000,0.018604651
Atkinson,Georgia,13003,2146,48,39.6,59900,-0.667037243
Bacon,Georgia,13005,3412,75,30.5,387000,0.228571429
Baker,Georgia,13007,536,15,51.7,299900,1.480562448
Baldwin,Georgia,13009,9536,234,44.1,257450,4.149
Banks,Georgia,13011,3952,92,30.4,477000,0.947733769
Barrow,Georgia,13013,21891,251,39.9,384950,0.453189883
Bartow,Georgia,13015,29336,443,37.3,351400,0.303475316
Ben Hill,Georgia,13017,4331,122,38.5,159900,-0.347346939
Berrien,Georgia,13019,4937,82,33.8,167200,0.75078534
Bibb,Georgia,13021,37150,779,45.8,150000,0.072194425
Bleckley,Georgia,13023,3342,96,36.4,166950,0.113742495
Brantley,Georgia,13025,4132,108,26,202450,0.397170462
Brooks,Georgia,13027,3419,84,48.1,147450,-0.228817992
Bryan,Georgia,13029,9131,91,53.9,485449,2.314776374
Bulloch,Georgia,13031,15360,263,34.3,264603,-0.115040134
Burke,Georgia,13033,5296,108,57,187500,0.01378751
Butts,Georgia,13035,6472,154,33.9,254500,0.725423729
Calhoun,Georgia,13037,1363,22,48.4,305000,0.184696057
Camden,Georgia,13039,11384,118,56.5,382995,1.321181818
Candler,Georgia,13043,2182,94,42.1,259950,0.029708853
Carroll,Georgia,13045,23776,453,37.8,359907,0.969395349
Catoosa,Georgia,13047,14687,162,44,377450,0.53232518
Charlton,Georgia,13049,3052,62,25.2,254900,-0.019615385
Chatham,Georgia,13051,63678,877,56.1,351099,0.376049383
Chattahoochee,Georgia,13053,7464,22,95,57500,-0.818468824
Chattooga,Georgia,13055,6664,132,38,242500,1.072649573
Cherokee,Georgia,13057,63324,621,49.5,435000,1.919463087
Clarke,Georgia,13059,29688,228,46.5,369900,-0.018429328
Clay,Georgia,13061,531,6,63.7,515000,0.962278529
Clayton,Georgia,13063,64022,963,43.5,249500,0.053854277
Clinch,Georgia,13065,2122,42,39.9,118950,-0.232333011
Cobb,Georgia,13067,174542,1780,58.2,400000,2.305785124
Coffee,Georgia,13069,11187,282,37.2,225000,-0.394713834
Colquitt,Georgia,13071,11715,242,40.1,176750,0.26340243
Columbia,Georgia,13073,35969,382,50.6,351900,0.805541303
Cook,Georgia,13075,4898,74,41,153000,-0.472231804
Coweta,Georgia,13077,32974,484,44.5,404545,2.636359551
Crawford,Georgia,13079,1769,54,40.8,125000,-0.642295035
Crisp,Georgia,13081,4672,136,43.7,220000,1.588235294
Dade,Georgia,13083,3321,28,45.6,307500,0.618421053
Dawson,Georgia,13085,6931,101,39.7,574950,1.060752688
DeKalb,Georgia,13089,150427,1708,56.2,357000,0.708133971
Decatur,Georgia,13087,7249,129,49,294500,-0.214666667
Dodge,Georgia,13091,5231,150,35.4,170000,-0.422766105
Dooly,Georgia,13093,2374,68,37.3,118750,-0.085835258
Dougherty,Georgia,13095,19623,494,49.1,92600,-0.240983607
Douglas,Georgia,13097,34898,396,46.3,325000,2.012048193
Early,Georgia,13099,2762,61,48.9,215000,-0.120654397
Echols,Georgia,13101,936,12,31.1,89900,-0.028003027
Effingham,Georgia,13103,13177,193,38.5,327912,2.647519466
Elbert,Georgia,13105,4556,108,42,217000,-0.151972738
Emanuel,Georgia,13107,5910,158,40.1,162000,0.2
Evans,Georgia,13109,2383,65,40.7,208500,0.192109777
